CUST_ID,name,GENDER_CD,EDUCATION_CD,SUBS_TENURE,TOT_OB_CALL_INTL_ROAM_CNT,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,TOT_SRV_DROPPED_CNT,TOT_SRV_ADDED_CNT,BARRING_REASON_CD,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT,CHURN_FLG,SET
1451,Stanford V Norton,F,1,96,0.759726649,21,4,2,1,2,3,1153,396,37,1.547945206,0,serve6
6670,Amy J Baldwin,F,1,108,0.955437445,10,16,2,1,2,3,488,1382,24,1.220930233,0,serve6
6091,Ralph X Lowe,M,1,120,0.450491389,13,20,3,1,2,1,1162,449,39,1.19205298,0,serve6
1326,Richard J Jackson,M,1,162,0.034088726,18,24,2,1,2,2,825,1397,30,0.412280702,0,serve6
7014,Madonna   Crowe,M, .,90,1.775673819,0,10,3,0,2,1,1045,1208,49,1.818181818,0,serve6
129,Christina A Morgan,M,1,120,3.5746878,11,9,1,2,3,1,509,574,42,1.245283019,0,serve6
7172,Ian L Albright,M,2,150,1.49301725,19,4,1,1,3,2,321,1231,56,1.639751553,0,serve6
5344,Debra E Watson,M,2,126,0.146287126,3,20,1,1,2,2,640,731,55,0.355731225,0,serve6
7199,Pele I Carson,F,1,90,0.52089856,17,32,1,1,1,3,561,884,57,1.114942529,0,serve6
3130,Sally T Muldowney,F,2,66,1.351046872,7,1,3,0,1,2,590,844,59,1.27014218,0,serve6
2796,Tim B Richie,M,1,114,4.666045767,10,13,2,1,1,2,842,498,51,1.857142857,0,serve6
534,Eve D Bright,F,2,132,0.072197229,10,21,2,1,2,3,1022,1277,62,0.359281437,0,serve6
664,Carlin D Baxter,M,3,120,0.999994285,5,18,2,1,1,0,460,981,49,1.949685535,0,serve6
7047,Richard O Ricardo,M,2,96,0.474501295,1,24,3,0,2,1,678,211,46,0.568720379,0,serve6
2002,Jane V Murray,F,1,114,1.189449681,4,19,4,1,2,2,339,1128,54,1.416666667,0,serve6
7685,Eve O Adams,M,2,144,0.33114336,7,12,3,2,2,2,750,355,38,0.726530612,0,serve6
4685,Arlene A Norton,M,2,126,0.307958431,27,27,3,1,0,3,923,313,24,1.180555556,0,serve6
195,Cathy E D'souza,M,2,102,0.094576811,10,8,1,0,0,1,1020,1288,24,1.349112426,0,serve6
1777,Clifford E Walter,M,1,84,0.237708297,13,13,4,0,2,0,935,560,38,2.222222222,0,serve6
4876,Bonnie C Birch,M,2,156,1.058605362,8,9,4,1,1,2,800,593,42,2.444444444,0,serve6
539,Robert P White,M,1,90,0.10667226,12,10,3,0,1,0,1063,622,39,1.337016575,0,serve6
6940,Sumantha D Jones,M, .,108,0.010826941,2,23,3,1,1,2,1069,1251,54,2.243589744,0,serve6
4268,Clint I King,M, .,108,0.600422965,22,24,4,1,2,0,931,493,54,1.476510067,0,serve6
6105,Chelsea U Nicholson,M, .,120,0.176560209,17,25,3,1,0,1,336,315,38,2.040540541,0,serve6
1950,Henry P Hartley,F,1,90,0.244435389,8,24,1,1,2,0,346,1162,33,1.344827586,0,serve6
1686,Martin N Barlow,M, .,168,0.003965563,21,17,2,0,0,0,305,214,57,0.962962963,0,serve6
3327,Pauline H Marshall,M,1,144,0.092129062,3,9,2,1,0,0,1003,807,34,1.866666667,0,serve6
3020,Luke B Spence,F,4,156,0.511891688,17,2,1,1,1,1,1178,282,52,0.678571429,0,serve6
2266,Michael P White,F, .,144,0.537067096,13,13,2,0,1,1,958,836,51,2,0,serve6
3120,Bernard W Wallace,F,2,90,0.433593863,20,4,2,0,2,2,395,1151,42,0.735426009,0,serve6
5677,Harry G Lintern,F,1,114,0.103935822,15,1,1,0,2,3,574,335,27,1.802197802,0,serve6
1846,Kristin B Goodman,M, .,96,16.38354281,17,6,3,1,3,1,380,520,56,0.6,0,serve6
3851,Clint K Atkins,M,1,132,0.457215034,7,23,4,1,0,2,656,1226,46,1.61971831,0,serve6
2894,Brooks W Baldwin,F,3,126,1.75629691,20,22,3,2,2,0,700,549,26,0.9921875,0,serve6
7742,Tim P Fowler,F,1,132,0.147508982,21,15,4,2,3,2,427,762,25,1.668571429,0,serve6
415,Nicholas M D'mello,F,1,144,0.065402834,11,20,1,1,2,3,828,1171,40,1.132275132,0,serve6
651,Brian   Lyod,M,2,90,5.359696853,1,10,3,1,2,3,271,1115,23,1.295454546,0,serve6
1420,Cameron X Baxter,F, .,108,0.37576362,11,14,2,1,3,1,503,950,33,1.95890411,0,serve6
4801,George P Flower,F, .,102,0.216823175,26,29,2,1,1,3,594,942,32,1.286432161,0,serve6
6873,Adolph B Hartley,F, .,144,0.584955078,21,21,3,1,2,1,988,1264,23,0.963636364,0,serve6
4301,Howard P Lara,F, .,120,0.158698707,11,4,3,2,2,2,262,725,37,1.154362416,0,serve6
4725,Sam X Adams,F, .,132,0.216122353,11,16,4,2,0,0,930,1218,33,1.794392523,0,serve6
6186,Bill L Black,F, .,150,0.169257449,2,6,4,0,3,1,835,952,24,1.30726257,0,serve6
3593,Christian X Flower,F, .,66,2.503712763,27,28,4,0,2,3,911,1319,29,1.094527363,0,serve6
6341,Paul I Stuward,F, .,126,0.631694561,8,21,3,2,1,0,836,293,45,2.097902098,0,serve6
2908,Judith U Walter,F, .,114,0.536520108,13,7,3,1,1,2,880,717,24,1.415384615,0,serve6
3060,Alex R Fleming,F, .,96,0.024136086,12,23,1,1,3,2,798,926,39,0.648648649,0,serve6
3739,Carl Q Cooke,F, .,90,0.751779641,18,2,2,1,0,0,1138,1089,46,1.192982456,0,serve6
3634,Christian Q Turner,F,1,150,0.629660775,17,20,3,2,3,0,343,223,31,0.88209607,0,serve6
4599,Marilyn H Donald,M,2,132,0.571147044,15,9,3,1,1,2,1136,924,23,1.506024096,0,serve6
5057,Harry L Warton,F,2,138,0.854626822,0,5,2,1,2,1,1119,722,29,0.798165138,0,serve6
4462,Steve   Wallace,M,2,96,0.104681849,8,7,2,2,1,2,866,542,58,0.634730539,0,serve6
6581,Rhonda B Bradley,F,2,150,0.037404223,4,23,3,2,1,1,1166,979,23,0.921465969,0,serve6
832,Jeanine X Anderson,M,2,84,2.862694525,21,11,3,1,1,3,403,930,53,2.202247191,0,serve6
2255,Clarke D Winters,M,1,114,0.846663582,8,24,4,0,1,0,713,689,37,1.327510917,0,serve6
3246,Cameron B Lyod,M,1,114,0.048107213,7,16,2,2,1,1,921,1044,58,2.306306306,0,serve6
3463,Carl O Morgan,F,3,96,0.202274107,0,1,4,0,1,0,1069,1123,49,0.43537415,0,serve6
6605,Christian N Baxter,M, .,222,0.048945074,19,9,3,2,2,2,239,1399,23,1.571428571,0,serve6
6751,Alysia R Gray,F,1,96,4.775155601,13,13,2,0,3,1,241,1025,38,1.291666667,0,serve6
5321,Judith J Rogers,M,1,138,1.487573286,2,2,3,0,2,3,1194,1155,54,0.369230769,0,serve6
2082,Dillon T Atkins,F,1,126,2.688381137,10,22,4,2,1,3,907,262,34,0.98989899,0,serve6
2994,Anne U Welsh,M,2,180,0.151254937,27,33,4,0,3,0,220,1213,33,0.756476684,0,serve6
2127,Larry W Bright,M,1,144,0.258584873,16,18,3,0,1,0,1148,1256,39,2.08,0,serve6
6845,Anne J Murdoch,M,2,138,0.28076383,11,9,2,1,0,1,463,1184,41,1.774834437,0,serve6
4706,David H Shaw,F,2,96,1.867145071,8,21,2,0,2,0,801,684,34,0.854368932,0,serve6
2248,Cameron Q Donald,M,1,108,0.178598534,19,20,1,0,2,3,480,519,36,0.860986547,0,serve6
1975,Alexandria W Howarth,F,3,156,0.268748856,5,17,3,1,1,2,914,674,57,1.850340136,0,serve6
6401,Ana Q Bradley,M,1,126,0.561075929,8,20,2,1,2,0,878,1302,46,1.037837838,0,serve6
764,Clarke N Cook,M,2,96,0.459616514,1,9,3,1,1,2,990,1053,54,1.302083333,0,serve6
4642,David U Bradley,M, .,78,0.43640438,11,22,1,2,1,2,215,495,33,1.081339713,0,serve6
7047,Steward C Marshall,M,1,108,2.80153222,10,1,2,2,3,3,904,497,23,1.220588235,0,serve6
6507,Sumantha J Baxter,M,1,150,0.57437319,13,11,2,2,1,2,833,1181,36,1.233160622,0,serve6
2715,Augustine C Spence,M,1,138,0.594515409,2,9,3,1,3,0,469,881,37,0.912820513,0,serve6
7233,Debra U Mcrae,M,2,138,1.829000135,4,10,2,2,0,2,1152,1329,45,1.347368421,0,serve6
4313,Carlin H Rutherford,M,1,120,0.271508737,11,13,3,1,1,1,776,837,38,2.073529412,0,serve6
1729,Richard T Gibson,M, .,114,0.839485052,10,20,2,1,1,1,909,672,28,0.845637584,0,serve6
436,Adolph Z Lara,M, .,126,0.591873233,11,21,2,0,0,0,923,843,56,0.6796875,0,serve6
1841,Jeremy C Murray,M, .,66,0.368444919,0,23,2,1,3,3,1196,274,55,1.509433962,0,serve6
3210,Brooks W Black,M,1,126,0.050950027,18,12,2,1,3,2,963,790,35,1.298245614,0,serve6
2816,Clive X Shaw,M,1,126,20.51145419,10,21,2,0,2,3,443,649,41,0.910569106,0,serve6
4881,Phil V Jackson,M,1,126,0.593658753,16,20,2,1,2,1,801,388,57,1.47027027,0,serve6
5435,Clarke Q Donald,M,1,126,4.498493451,6,3,3,0,0,3,1024,1093,41,0.961748634,0,serve6
1387,Neal G Grant,F,1,126,0.486205648,7,21,2,0,2,0,499,607,56,0.37037037,0,serve6
1018,Jeanine F Evans,F,1,168,38.95832483,5,2,3,1,0,3,961,664,34,0.686746988,0,serve6
6708,Anne B Morton,M,1,132,0.075490866,7,16,2,1,2,3,370,1239,52,1.631205674,0,serve6
968,Stanford N Gray,M,1,150,0.426949615,2,22,2,0,2,3,839,1180,27,1.183908046,0,serve6
149,Tom J Wilks,M,2,108,0.596569259,14,4,4,1,2,3,698,1055,52,1.095477387,0,serve6
1547,Richard K Wright,F,1,126,0.143740517,12,1,3,1,1,3,359,1075,24,2.369747899,0,serve6
570,Britta T Spence,F,2,138,0.338698954,6,9,4,1,1,3,578,256,62,1.130434783,0,serve6
5825,Neal O Mcintyre,M,2,132,2.78765755,11,7,1,1,1,0,1042,640,42,1.376470588,0,serve6
3908,Hillary C Gray,M,2,156,9.694327188,16,24,3,0,1,0,440,394,43,1.631578947,0,serve6
6590,Kristin G Turner,F,1,78,162.1357886,23,27,3,1,1,0,351,836,29,2.623376623,0,serve6
6886,Alex C Robinson,M,3,156,0.474141386,13,19,2,0,0,1,449,1115,57,1.220338983,0,serve6
2876,Bond C D'souza,F,1,96,0.343965915,17,7,2,1,3,2,419,398,53,1.337209302,0,serve6
5901,Jeanine Q Norton,F,1,138,0.14769085,13,5,1,0,1,1,786,689,43,0.416666667,0,serve6
829,Bernard H Cook,M,1,108,0.669255574,7,5,1,0,3,0,267,960,37,1.392857143,0,serve6
6870,Larry A Potter,M,2,102,0.603170561,16,25,4,1,2,2,957,738,40,1.100529101,0,serve6
7068,Goldie G Wright,F,1,78,0.75626147,11,4,3,1,2,0,1051,1114,27,0.542510122,0,serve6
4576,David Q Rutherford,F,1,132,0.954271109,13,5,4,1,0,1,1043,766,40,1,0,serve6
1030,Hendrick R Anderson,F, .,156,5.983660262,5,16,3,1,2,2,812,480,42,3.770833333,0,serve6
6532,Glorin I Watson,F, .,72,0.198308288,5,18,4,0,1,3,852,1252,49,1.25,0,serve6
7682,Sam   Gonsalves,M,2,66,0.474867429,1,9,3,1,2,3,1019,649,46,0.745901639,0,serve6
7207,Sumantha Z Wallace,M,1,138,2.137750294,9,15,4,1,0,1,957,278,60,1.544186047,0,serve6
3190,Eve A Bright,F, .,114,14.01992206,10,20,2,1,2,0,982,731,23,1.297029703,0,serve6
6150,Steward R Flower,F, .,114,0.291790466,4,22,1,1,3,0,944,602,38,0.978354978,0,serve6
7258,Keith L Norton,M,1,114,5.348812675,11,13,2,1,1,0,909,489,30,3.506493507,0,serve6
4316,Daniels U Fowler,F,1,180,0.318125202,1,19,3,0,1,0,564,1313,51,2.183333333,0,serve6
4511,Cameron   Wilks,M,2,66,0.716815196,8,23,3,1,2,2,900,768,49,0.885416667,0,serve6
5745,Jack T Powell,M,1,84,1.649466948,5,15,1,2,1,1,827,841,50,1.920529801,0,serve6
1833,Dean M White,F,1,120,0.095711845,6,15,2,1,2,1,1057,1066,49,0.988095238,0,serve6
1150,Larry U Baker,F, .,144,0.459444826,6,14,3,0,1,3,708,609,27,1.374301676,0,serve6
3467,Glorin E Besser,F,2,108,2.792599352,5,13,2,1,0,0,691,956,58,1.902702703,0,serve6
6335,Desmond Q Marshall,F,1,84,1.293497551,10,25,1,2,3,0,559,890,24,1.47826087,0,serve6
4143,Jeanine C Gilchrist,F, .,96,1.675933634,0,24,1,2,3,2,295,513,37,0.966292135,0,serve6
582,Stanford F Moss,M,2,90,0.584872151,20,15,1,2,3,2,881,905,36,1.768115942,0,serve6
849,Colin Z Carson,M,1,138,3.595013738,12,14,2,0,0,0,296,883,34,1.263157895,0,serve6
1791,Nicholas D Norton,M,1,114,0.026127808,10,3,3,1,2,0,625,694,39,0.872093023,0,serve6
409,Ignatius R Spence,M,2,114,0.353589003,11,12,2,1,3,3,520,879,57,1.317647059,0,serve6
2593,Jeanine Y Jackson,M,2,108,0.063523635,10,19,4,2,1,0,413,938,43,0.829268293,0,serve6
4954,Judith U Warton,F,1,156,0.147969757,20,20,2,0,0,2,446,247,49,0.390476191,0,serve6
2262,Cummins F Turner,F, .,150,0.293317944,13,11,4,1,3,3,639,417,41,0.679245283,0,serve6
3667,Dillon W Howarth,F,1,90,0.191388612,18,20,1,1,3,2,769,380,52,1.362831858,0,serve6
4175,Cindy F Norton,F,1,90,1.801772565,16,10,2,1,0,0,494,640,41,1.582089552,0,serve6
4798,Steve P Lee,M,3,126,0.184582838,27,30,4,2,1,2,1190,1181,23,1.163636364,0,serve6
7358,Martin Q Morton,M,3,126,0.308009534,9,10,1,2,2,0,354,747,60,1.787234043,0,serve6
626,Sumantha W Cooke,F, .,126,0.092582164,18,12,2,0,2,2,637,1013,44,1.52866242,0,serve6
273,Clint L Adams,M,6,174,0.63712869,7,22,4,2,2,0,666,1264,59,1.55801105,0,serve6
2442,Racheal V Smith,M,2,114,0.235648536,5,6,1,2,2,0,315,643,26,1.005649718,0,serve6
2410,Howard W Renne,M,1,102,195.6419079,1,12,1,2,0,2,775,359,25,1.91,0,serve6
1107,Simone   Wilkinson,M,2,114,0.72187321,12,2,2,1,1,0,841,1184,55,1.4,0,serve6
7453,Colin E Warner,M,1,150,2.215239598,2,5,2,0,2,3,625,672,59,1.323076923,0,serve6
5479,Michael   Gibson,F,1,162,1.225810824,17,9,3,0,0,3,516,334,56,0.759615385,0,serve6
4256,Jhon M Gilchrist,M,2,102,0.306737306,6,8,2,1,2,0,829,810,35,1.40776699,0,serve6
169,Christina S Dsilva,M,2,90,0.48239316,16,8,3,2,2,1,875,867,28,2.529411765,0,serve6
7079,Cummins T Burton,M,1,168,0.930539672,22,25,2,1,0,1,218,1187,32,0.893333333,0,serve6
1183,Clive R Wallace,M,2,126,1.36134321,16,16,2,0,2,2,523,906,44,1.086538462,0,serve6
4982,Jhonny V Brown,M,3,126,0.273331702,7,17,1,0,2,2,1002,513,47,1.652173913,0,serve6
5489,Irene J Grant,M,1,120,0.574427067,28,32,3,1,1,0,803,960,35,0.905882353,0,serve6
4048,Ignatius B Hodges,M,1,96,1.15267508,9,24,3,1,0,3,986,533,62,1.2625,0,serve6
6693,Amy T Renne,F,2,120,0.037471157,10,6,2,2,2,1,312,1383,54,1.158974359,0,serve6
5545,Sally Y Bradley,F,1,114,0.086741861,6,12,3,2,1,1,855,1070,46,2.011111111,0,serve6
5845,Suzzane P Lyod,M, .,138,0.865474093,16,18,3,1,1,1,921,238,23,1.517647059,0,serve6
3737,Harry J Lara,F,1,138,0.04074905,6,10,2,1,1,0,1013,439,43,1.389830509,0,serve6
3326,Christine E Hadley,M,1,132,0.340727143,12,12,3,2,3,1,584,241,32,0.538011696,0,serve6
879,Pauline A Jones,M,3,138,1.357209865,21,1,4,1,2,0,1116,211,34,1.671232877,0,serve6
7775,Cathy D Jones,M, .,90,0.250338016,4,8,3,0,2,0,978,956,51,0.385964912,0,serve6
1297,Jhonny R Bradley,F,1,108,0.496044954,11,1,4,1,2,1,1097,1039,51,1.01980198,0,serve6
4713,Sally B Gonsalves,F,1,114,15.56307248,17,13,3,0,2,0,918,1271,33,1.636363636,0,serve6
2657,Sally B Lara,M,1,120,2.60838684,4,23,4,1,2,3,1030,755,36,1.006535948,0,serve6
6857,Sam O Birch,F,1,120,1.023958042,11,19,3,2,3,0,908,1043,26,1.891156463,0,serve6
7051,Neal O Welsh,M,2,174,0.87569091,16,5,3,1,0,1,401,592,41,1.697674419,0,serve6
843,Clive J Hadley,F, .,144,0.260684339,10,24,4,1,3,2,701,397,58,1.211895911,0,serve6
4686,Britney W Lara,M,2,132,1.376433961,8,6,1,0,1,1,808,993,54,0.578616352,0,serve6
3856,Stanford R Norton,M,1,108,0.534452656,20,5,2,1,1,2,976,560,62,1.058823529,0,serve6
4399,Helen E Jhonson,M,1,126,3.324250913,6,13,4,0,1,3,792,680,28,0.904761905,0,serve6
515,Alexandria F Taylor,M,1,72,0.594515876,15,18,2,2,1,3,689,530,38,0.862745098,0,serve6
4567,Debbie S Richards,M,2,138,1.147649575,15,19,3,0,0,2,1087,336,40,1.657142857,0,serve6
7050,Richard V Waugh,M,1,66,0.32081222,15,23,3,0,2,0,976,949,38,2,0,serve6
7779,Carl T Hodges,M,6,114,4.010587152,20,18,4,0,1,1,731,1176,40,1.632653061,0,serve6
7092,Cathy K Cook,F,1,126,1.776779467,13,17,1,1,3,2,579,378,38,0.578680203,0,serve6
4162,Sam P Pott,F,1,84,1.039827243,8,10,2,0,2,0,1160,286,54,1.762711864,0,serve6
3204,Glorin A Baker,F,2,144,0.473245134,18,4,1,1,2,2,392,776,22,2.303030303,0,serve6
6661,Eve T Burton,M,1,120,1.273995543,14,24,2,1,2,1,420,302,42,1.406896552,0,serve6
780,Harry X Bright,M,1,150,0.856180504,1,14,3,1,1,0,964,300,50,1.168224299,0,serve6
616,Cathy Q Richards,F,1,72,0.392477192,0,17,1,1,0,0,296,798,58,2,0,serve6
1068,Clive U Taylor,F,2,144,1.176087513,6,21,1,2,2,0,241,820,32,1.235602094,0,serve6
7428,Tony K D'mello,M,1,84,0.349609231,10,11,3,1,3,2,488,325,31,1.26984127,0,serve6
7503,Debbie W Evans,F,1,120,0.575228849,17,2,2,1,1,1,1077,715,38,2.382978723,0,serve6
7602,Britney C Murdoch,M,1,132,0.247580756,12,12,3,1,0,2,468,1093,37,1.3,0,serve6
4893,Jack K Jones,M,2,144,1.319489514,11,20,2,1,1,2,624,881,28,0.876712329,0,serve6
4674,Jude   Gilchrist,M,1,108,0.202070677,8,23,3,1,3,0,1129,202,61,1.696551724,0,serve6
4240,Hillary V Wright,F, .,156,0.316038165,7,11,4,1,1,3,282,436,37,0.474358974,0,serve6
7727,Martin M Eastwood,F, .,138,0.49502048,11,14,4,1,1,0,472,400,36,1.390243902,0,serve6
2026,Jim A Lara,F, .,120,0.074032089,28,23,2,2,2,2,311,367,32,0.865979381,0,serve6
4593,Jim E Anderson,F, .,144,0.269688469,3,5,3,1,1,2,767,596,41,1.160493827,0,serve6
2642,Madonna W Spear,F, .,96,1.210620836,1,13,4,0,2,2,717,958,35,1.539215686,0,serve6
5909,Rhonda D Roberts,F, .,102,0.332798442,17,22,3,1,2,3,637,779,48,0.825242718,0,serve6
3939,Helen D Walter,M, .,78,0.067970883,0,21,2,0,1,2,471,402,55,0.872928177,0,serve6
2006,Chelsea K Fowler,F,1,84,3.408059689,17,5,2,0,0,2,1001,1045,31,0.863436123,0,serve6
4795,Ignatius   Lara,M, .,138,0.344739999,6,18,2,1,3,2,385,369,55,0.50867052,0,serve6
5743,Alex   Connor,M,1,120,0.528910532,1,6,1,1,2,0,250,1337,24,1.493975904,0,serve6
4508,Solomon K Howarth,M, .,54,1.71757787,6,3,4,1,3,0,298,1088,40,1.440758294,0,serve6
4783,Henry M Atkins,M,1,114,0.426734807,1,2,2,2,1,3,858,1204,36,0.62406015,0,serve6
5348,Harry X Carson,F,3,120,0.915923688,13,24,3,0,3,0,835,1291,57,1.255102041,0,serve6
7004,Robert L Flower,M,2,96,0.590607369,10,21,2,1,2,2,257,1297,23,0.711111111,0,serve6
1112,Alysia T Flower,M, .,126,0.29229334,4,22,4,1,1,0,255,695,45,0.929292929,0,serve6
1541,Harry N Wallace,M,1,60,0.80627734,20,24,1,1,2,3,321,491,35,1.265822785,0,serve6
1526,Alexandria U Bright,M,2,72,0.531525799,15,19,2,1,2,0,403,430,25,2.18404908,0,serve6
4774,Augustine H Winters,M,2,120,0.604315852,0,6,2,1,0,0,351,744,27,1.108108108,0,serve6
7786,Phil B Muldowney,F,1,138,1.783992153,20,1,2,0,1,1,425,595,34,0.717948718,0,serve6
1897,Solomon V Lee,M,2,174,0.250995774,18,2,3,1,3,1,482,846,41,1.203007519,0,serve6
247,Nicholas R Walter,M,1,90,0.326996709,12,4,1,1,3,0,284,1108,50,1.260869565,0,serve6
999,Judith X Taylor,M,4,168,0.039307072,12,8,2,1,1,3,1070,936,24,2,0,serve6
4523,Alysia I Botham,F,1,144,0.276970582,16,19,2,2,0,3,1016,655,29,2.194174757,0,serve6
3640,Alex M Bradley,F,1,156,0.233964979,22,19,1,0,1,0,589,514,31,1.524861879,0,serve6
2279,Arlene K Baker,M,1,132,0.039267862,20,20,2,1,2,3,953,807,40,2.038961039,0,serve6
2340,Ralph   Spence,F,2,138,0.897449781,13,3,3,1,3,3,634,938,33,1.67948718,0,serve6
3633,Ian U Murdoch,F,2,150,0.172987202,5,21,3,1,3,3,959,646,50,0.639004149,0,serve6
632,Alysia C Rutherford,M,2,192,0.42338827,24,26,2,2,1,3,768,995,46,0.802469136,0,serve6
595,Cindy O Anderson,F,1,120,1.690243732,10,13,2,0,2,3,731,861,52,1.26,0,serve6
1066,Sally X Richards,M,1,150,1.313515599,21,25,1,1,2,1,1166,303,41,1.785310735,0,serve6
3584,Anne H Dsilva,M,2,96,0.171742432,3,20,2,1,1,0,938,1171,47,1.318181818,0,serve6
2267,Amy D Fowler,M,2,108,26.21779929,14,12,2,2,0,2,648,1011,31,1.721212121,0,serve6
7515,Daniels D Richards,M,2,108,0.640055516,11,5,2,2,2,1,208,668,29,1.0995671,0,serve6
7455,Madonna Q Dsilva,F, .,162,0.441782016,5,17,2,2,3,0,908,787,48,1.046594982,0,serve6
463,Gregory X Gilchrist,F, .,72,6.483840286,21,16,3,1,2,0,478,1240,40,1.057591623,0,serve6
