CUST_ID,name,GENDER_CD,EDUCATION_CD,SUBS_TENURE,TOT_OB_CALL_INTL_ROAM_CNT,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,TOT_SRV_DROPPED_CNT,TOT_SRV_ADDED_CNT,BARRING_REASON_CD,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT,CHURN_FLG
6392,Christine E White,M, .,174,0.627452911,13,13,4,2,2,2,850,986,52,1.17,0
1545,Bond U Whitehall,F,2,120,1.263355514,15,16,2,1,0,3,671,743,26,1.096045198,0
5247,James H Turner,F,1,90,0.101479107,16,22,3,0,1,2,791,682,26,1.419689119,0
7752,Bill G Mcintyre,F,1,102,0.504772666,14,24,2,1,2,2,258,243,58,0.456521739,0
4103,Martin T Watson,M,2,138,1.340895636,21,20,3,1,0,3,830,1044,24,1.946666667,0
4866,Russel T Barlow,M,2,120,8.578193438,8,4,2,0,2,3,792,820,52,1.090909091,0
3379,Goldie Z Goodman,M,1,102,0.320347935,16,8,3,1,1,3,469,1271,57,0.744680851,0
6386,Russel U Donald,F,1,132,0.03419776,21,19,2,1,2,2,752,273,56,1.193548387,0
2721,Goldie C Muldowney,M,1,132,1.081184434,17,23,4,0,3,2,449,1076,42,1.306358382,0
319,Howard G Moss,M,1,102,3.998074094,7,0,1,1,0,0,737,402,56,0.942408377,0
5020,Luke C Besser,M,1,72,0.522410554,9,0,2,2,1,1,701,240,31,0.99009901,0
6694,Richard V Taylor,F,1,78,0.335601322,7,16,2,0,1,2,854,1018,29,0.676056338,0
6068,Christian P Rogers,M,1,180,0.61264279,11,10,3,2,3,0,270,462,49,0.557894737,0
2277,Alysia G Ricardo,M,1,108,0.064529822,6,20,4,0,2,1,503,389,53,1.109589041,0
7585,Simone B Marshall,M,2,120,0.097950921,19,8,2,1,3,0,552,1279,27,1.367816092,0
5436,Carlin C Cooke,M,1,126,0.101249671,8,15,2,1,1,1,845,357,41,0.838709677,0
1904,Michael G Fowler,F, .,120,0.366674262,6,19,2,2,1,1,534,833,41,0.930693069,0
6904,Judith H Norton,M,1,132,0.268884033,21,19,3,1,2,0,484,1105,59,0.569620253,0
244,Steve F Fisher,M,2,144,3.19259081,22,9,4,1,1,2,711,1208,47,1.242937853,0
2246,Barry Z Mcintyre,M,1,138,0.362619976,19,24,1,2,1,0,701,743,50,1.395348837,0
958,Barry O Burton,F,1,96,0.06673555,17,21,4,1,2,1,829,1095,52,0.752688172,0
4757,Michael Y D'souza,M,1,192,0.064167785,15,12,4,1,0,1,519,1137,35,0.825242718,0
7333,Jude I Morgan,M,1,132,0.279266661,22,20,3,2,1,1,315,669,33,0.97,0
4919,Robert E Hodges,M,2,144,0.610148654,11,23,2,0,0,0,487,1206,35,1.123152709,0
7235,Ian Y Wright,M,2,108,5.790412749,7,10,2,1,1,0,245,1089,61,2.335483871,0
5868,Goldie W Barlow,M,2,78,0.445859834,10,22,1,1,1,2,1051,659,33,0.67281106,0
6258,Marilyn S Lintern,F,1,126,0.955519044,21,2,1,0,2,1,1000,681,59,1.460526316,0
2174,Marilyn X Rhodes,M,2,138,2.48604503,15,15,3,2,0,1,899,371,28,0.70212766,0
4291,Stanley U Lara,M,2,90,0.191116739,1,11,2,0,0,0,828,279,44,0.866666667,0
1468,Carlin Q Howarth,F,1,102,0.261735461,16,15,3,1,1,0,486,882,38,0.721311475,0
5020,David F Hawkins,M,1,78,8.35162606,14,8,4,1,2,0,540,442,44,1.300546448,0
898,Robert I Lara,M,2,114,1.093325501,1,24,4,0,3,1,682,1044,30,1.888888889,0
4580,Hillary S Rutherford,M,2,84,1.918444306,4,20,3,1,3,2,790,280,30,1.45945946,0
3093,Stanley W Fleming,M,2,102,0.728961165,4,1,2,1,3,0,956,788,45,0.994475138,0
1805,Robert I Fisher,M,2,162,3.161909558,0,1,3,2,1,0,799,300,35,1.588235294,0
4130,Cummins L Lara,M,2,114,7.390183524,21,30,3,1,2,2,541,359,54,2.185185185,0
1975,Sally A Spence,M,3,138,0.581458292,17,12,2,2,2,3,820,1370,38,2.034682081,0
2904,Racheal G Lyod,M,1,126,3.847440667,9,22,3,1,3,3,281,202,24,2.315068493,0
1386,Madonna N Muldowney,F,1,120,0.858260872,21,10,3,1,0,2,549,561,34,1.652694611,0
582,Jill V Baxter,M,1,132,0.245892507,10,11,4,1,2,0,962,1200,39,0.641975309,0
532,Currie G Anderson,M,5,132,9.648939933,3,0,2,1,0,0,1065,983,30,1.005847953,0
825,Demie H D'souza,M,2,168,0.065978026,20,10,4,2,2,0,1182,224,31,2.281879195,0
5076,Cathy P Lowe,F, .,138,3.390591436,19,8,1,1,0,0,226,1331,46,1.033816425,0
6941,Clements A Bradley,M,1,126,0.312871455,15,5,2,1,0,2,371,761,22,1.38,0
5123,Duncan A D'souza,M,2,120,1.60277133,5,19,2,1,1,0,501,529,30,0.661764706,0
611,Pauline J King,M,2,120,0.501289602,11,10,3,0,1,2,527,849,24,1.587096774,0
5288,Tony M Bright,M, .,144,0.104762811,10,21,4,0,0,0,1063,949,42,0.957446809,0
3585,Neal T Wood,M,1,150,0.432981771,4,14,2,2,1,1,997,277,30,0.919354839,0
1047,Alex M White,F,1,78,0.198462739,13,18,2,1,2,1,640,852,28,0.504587156,0
5879,Dillon H Pearson,F,1,90,0.379806967,21,9,3,1,1,0,299,722,36,1.413793103,0
4781,Luke J Spencer,F,2,96,1.174954038,16,18,3,0,1,1,282,637,46,1.985507246,0
2158,Racheal M Murray,M,1,126,0.305371882,10,4,3,2,2,1,532,561,52,0.712328767,0
1081,Cummins W Wilks,F,5,120,0.913062523,9,24,1,1,2,3,933,1396,45,0.827906977,0
5022,Elaine A Wallace,M,1,72,0.436365043,10,14,2,2,3,1,740,313,33,1.791907515,0
3974,Clint Q Besser,M,1,138,0.538170219,9,8,3,0,2,2,615,1350,62,2.02739726,0
6800,Amy U Hartley,M,1,108,0.126692694,21,14,2,0,2,0,653,745,38,1.039215686,0
455,Michael T Wallace,F,2,156,2.107055836,16,18,2,0,2,3,769,898,32,1.567839196,0
3493,Marilyn T Wilkinson,M,2,96,0.434119024,22,6,2,2,1,0,608,1196,57,2.097560976,0
5482,Stanley Z Lowe,F,1,96,0.666639277,14,5,3,0,1,0,1040,1376,49,0.577075099,0
6833,Tony J Howarth,F,2,78,0.442573519,6,18,1,2,2,3,589,721,25,1.115044248,0
7416,Irene T Warner,M,2,126,0.134111153,15,14,2,1,0,0,1133,1293,60,1.382113821,0
7364,Larry L Muldowney,M,2,120,0.607440763,11,24,3,2,2,2,329,468,52,1.12195122,0
6400,Jack W Spencer,M,2,102,0.081511976,18,19,3,1,3,2,953,505,43,0.422145329,0
4301,Amy S Waugh,F,1,84,0.532486999,2,2,2,1,3,3,897,1172,61,0.633484163,0
7206,Christine   Barlow,M,2,138,4.84563323,15,5,2,0,2,0,837,487,57,1.168067227,0
5917,Christina P Morgan,F,1,126,0.372507566,7,22,2,0,1,3,884,544,45,0.761904762,0
176,Mary C Stuward,F,1,120,0.103240657,10,1,4,1,2,1,674,1194,39,0.917647059,0
1581,Clive Q Stuward,M,2,108,0.156227995,22,12,1,1,1,1,683,341,39,0.39800995,0
1709,Duncan T Bright,M,1,132,0.176862327,7,17,3,0,0,0,826,519,35,0.666666667,0
4721,Suzzane Z Botham,M,2,132,0.99519694,5,8,1,0,1,0,1175,1202,56,1.015544042,0
2060,Jude E Murdoch,M,1,126,0.209145232,0,1,4,2,2,0,1117,857,27,1.008474576,0
25,Adam W King,F,1,138,2.049298341,16,19,3,1,0,1,888,455,62,0.829787234,0
6685,Larry W Elder,F,2,102,0.13932075,22,6,1,0,1,3,281,592,24,2.146341463,0
6546,Anne W Bradley,M,1,96,0.054039121,10,14,3,1,1,0,965,1047,49,1.072,0
4816,Demie I Bradley,M,2,102,0.688965774,14,9,4,2,3,3,1093,1013,25,1.613636364,0
6711,Henry F Carson,M,1,90,1.5018277,4,8,4,0,1,3,1068,386,44,0.953020134,0
508,Stanford D Crawford,M,1,120,0.279240177,13,21,3,0,0,3,1065,1134,33,0.742857143,0
4189,Keith E Hodges,F,2,96,1.326665892,3,8,3,1,2,0,1183,333,42,0.971659919,0
4680,Simone H Gibson,M, .,144,1.421453808,6,23,2,0,3,0,768,719,60,1.075376884,0
1944,Bernard   Smith,M,1,96,0.270875071,0,7,4,1,3,1,863,1192,45,1.825136612,0
5851,Cathy J Roberts,F, .,132,0.525357778,20,19,2,0,1,1,387,1153,39,1.911764706,0
4354,Dean W Richie,F,1,60,0.984542722,14,8,4,1,1,3,712,265,42,1.397435897,0
4299,Jerry B Smith,M,2,144,4.301413913,19,8,1,1,0,3,830,1318,45,1.279069767,0
1412,Sally G Spencer,F,3,114,0.050791232,14,2,4,2,1,1,790,1017,58,0.892156863,0
7188,Desmond B Dsilva,M,2,120,0.452047691,16,23,4,1,2,1,430,1247,28,0.753363229,0
7500,Stanley K Hodges,F, .,114,0.093637383,5,7,3,2,3,2,1089,477,50,0.663212435,0
3040,Carl I Gray,F,5,96,0.437410952,3,20,2,1,1,1,813,1050,36,0.745945946,0
766,Richard S Connor,M,2,96,0.611455881,3,7,2,1,3,1,590,1281,45,0.821621622,0
4719,Duncan W Lyod,M,2,102,0.099881256,12,3,2,2,2,3,434,272,33,2.333333333,0
3585,Tony H Gibson,M,1,132,0.333044285,3,9,3,2,1,2,619,725,49,1.136612022,0
2140,Racheal T Spencer,F,1,96,205.1470435,12,4,3,2,3,3,919,304,36,0.838383838,0
5018,Russel K Hawkins,F,2,108,0.420926884,13,7,1,1,0,1,351,695,49,1.493506494,0
3062,Larry B Bright,M,1,90,0.591549564,7,22,3,0,2,2,636,259,41,1.077720207,0
2340,Jane H Wright,M,2,168,1.621953358,16,14,2,1,2,2,990,708,43,0.755319149,0
3809,Solomon M Norton,M,1,108,0.182229919,21,23,4,1,3,2,673,818,45,0.71875,0
5044,Phil E Lowe,F,2,102,1.396075292,7,3,3,2,0,2,437,304,52,0.974358974,0
4612,Clements M Crowe,M,2,174,0.056294259,18,16,2,0,1,2,321,1126,51,0.876712329,0
7382,Racheal A Wilkinson,F,4,84,0.397641907,13,4,1,2,3,3,1160,361,45,2,0
1773,Jane S Barlow,M, .,120,0.66540602,19,23,2,1,1,2,1190,478,44,1.694736842,0
4266,Madonna E Lee,M,2,96,0.135027001,2,19,2,1,1,0,205,971,51,1.24260355,0
309,David U Anderson,F,1,138,0.171392527,22,4,3,0,0,1,811,1213,31,0.965517241,0
5242,Tom O Renne,F,1,138,1.583596301,15,16,2,1,1,1,744,212,59,0.886075949,0
1502,Ian A Walter,M,1,108,0.17791556,19,10,2,0,1,1,372,1335,38,2.197530864,0
2021,Goldie N Jhonson,F,1,120,0.487413599,18,2,4,0,2,0,211,664,44,1.297709924,0
1706,Hendrick C Spence,F,1,108,0.103948255,21,15,2,1,2,3,916,276,53,1.470588235,0
2725,Hendrick J Morton,F,2,126,0.648864293,14,21,3,0,2,1,438,1130,27,1.607843137,0
3657,Anne P Powell,F, .,108,0.394346092,10,5,1,1,2,3,613,1297,35,1.024691358,0
4719,Neal   Green,M,2,120,0.749306922,11,22,3,2,1,1,543,844,29,1.288343558,0
4879,David B Lintern,M,2,168,1.083368161,5,4,2,1,1,3,994,1005,36,1.042253521,0
3503,Steve Z Carson,M, .,120,0.783268189,1,16,1,2,2,3,716,221,34,1.364341085,0
5083,Keith O Besser,M,2,102,0.457823161,10,19,2,2,2,0,437,702,34,0.833333333,0
245,Christian O Pearson,M, .,114,0.206583971,18,10,3,1,1,0,772,962,35,1.631578947,0
3850,Desmond N Maxwell,M,1,180,0.000969391,21,7,2,1,0,1,1059,1228,51,1.21686747,0
2249,Cindy U Sanders,M,2,168,0.292936668,15,5,3,2,3,1,541,529,58,1.985294118,0
3327,Russel E Wilks,F,1,90,1.228750323,10,4,4,2,2,0,715,481,57,1.005524862,0
3584,Clive X Lyod,M, .,108,0.496725373,8,13,1,1,1,0,1070,798,33,1.088435374,0
2621,Ignatius N Barlow,M,2,126,3.525129855,18,6,2,1,1,2,1072,821,60,1.637795276,0
3790,Clifford M Evans,M,2,108,4.650883813,10,12,3,2,0,3,587,513,31,0.709090909,0
3846,Sumantha T Baxter,M,1,138,0.153757306,4,15,1,2,3,1,848,1044,51,0.339805825,0
101,Henry B Lara,M,1,120,0.821038411,7,4,3,1,1,3,706,486,29,1.823899371,0
2034,Carl O Wright,M,2,126,10.79011998,8,5,2,1,1,3,890,1250,46,0.902439024,0
5961,Jill T Stuward,F,2,108,0.290428633,12,8,1,1,2,0,607,984,46,0.494505495,0
4107,Pauline F Lowe,F,1,132,0.751572478,2,23,2,0,2,3,468,285,24,1.708108108,0
2228,Pele X Thomas,M,1,156,0.215492648,1,24,4,1,1,1,393,761,56,2.424242424,0
255,Steve G Lyod,M,2,120,0.86219997,17,22,3,1,1,1,278,365,48,0.516129032,0
6958,Pele C Moss,M,2,84,1.369389281,20,19,3,2,1,2,798,443,41,0.669491525,0
1056,Clint I Mcrae,M,1,84,0.469537762,2,5,3,0,1,1,251,340,25,1.482758621,0
3242,Luke E Howarth,M,2,114,2.505020533,18,10,2,1,1,2,1007,566,26,1.437908497,0
3468,Britney Z Baker,M,2,156,0.333161403,15,25,4,0,1,3,508,1124,60,1.074285714,0
2964,Simone V Lyod,M,2,66,0.202772396,21,24,2,1,1,1,793,1142,53,2.035294118,0
7230,Bonnie M Jones,F,2,120,1.174153715,13,2,2,2,2,1,432,805,28,1.105022831,0
5303,Ralph F West,F,1,138,0.87002297,10,19,4,1,0,0,1190,987,23,1.477386935,0
1563,Augustine H Cooke,F,1,162,6.828530111,10,13,2,2,1,1,957,1208,42,1.342857143,0
2353,Brooks M Walter,F,2,120,0.061627878,12,22,2,0,3,3,1179,612,24,0.455958549,0
3981,Eve H Barlow,M,1,150,0.229741863,11,13,2,1,1,0,1146,750,33,1.693069307,0
3736,Suzzane H Spence,M,1,156,0.120942295,19,21,4,2,3,2,1064,597,61,1.611940299,0
4232,Harry R Cooke,F,1,102,0.474454866,3,6,4,0,2,3,330,667,60,1.264705882,0
4367,Daniels Q White,F,1,126,1.896160429,13,11,2,1,2,1,749,394,38,0.565853659,0
5605,Howard B Lintern,F,1,138,1.722830232,13,4,3,1,1,3,515,938,26,0.532608696,0
1261,Racheal S Murray,F,2,168,1.432907735,12,25,4,0,3,0,1099,593,29,1.086705202,0
3053,Leo K Wallace,M,2,84,1.335075455,11,15,3,1,0,3,998,417,39,0.356687898,0
7018,Jim H Cook,M,2,120,2.184949582,11,22,2,1,3,0,1082,1065,35,1.260663507,0
3097,Stanford E Wingard,M,2,96,0.541151713,12,17,4,0,1,0,1183,1095,26,1.461077844,0
1230,Colin Z Birch,M,1,156,0.649935476,20,10,2,1,1,1,323,1077,50,0.681818182,0
3962,Daniels E Lee,M,1,114,0.056959555,1,15,3,1,1,0,672,962,57,1.6,0
4593,Racheal J White,M,1,96,5.109876704,2,14,2,0,2,0,873,341,58,1.153061225,0
2115,Ana O Mcintyre,M,2,108,1.065348867,16,19,1,1,3,1,276,1173,37,0.743902439,0
697,Sam S Bradley,M,2,108,0.727207914,11,14,2,1,0,3,800,591,60,0.966942149,0
3155,Anne I Spencer,M,1,90,0.168692864,26,18,4,1,3,0,995,1298,47,1.268817204,0
5795,Ignatius T Watson,F,1,138,0.477886747,18,10,3,1,0,2,588,1102,23,1.117647059,0
3078,Mary K Brown,M,1,150,0.143281999,22,19,1,0,1,2,1027,709,49,1.481481482,0
2745,Hillary D Pearson,F,1,108,0.351937833,1,24,2,1,1,3,804,313,46,0.341708543,0
4805,Cindy J Taylor,M,2,114,0.425027725,0,11,2,0,0,1,536,208,24,1.50295858,0
6185,Michael L Waugh,F,2,132,0.473847913,17,16,2,1,1,1,823,241,41,0.633663366,0
6899,Clifford F Fisher,F,1,96,0.480638348,10,4,3,1,2,0,598,674,31,0.974619289,0
2070,Clarke E Roberts,M,2,108,0.194450204,9,16,2,0,2,2,1193,476,48,1.524752475,0
4945,Hendrick I D'souza,F,1,108,0.544525817,18,19,1,0,0,3,411,291,25,1.205882353,0
5057,Alysia M West,M,2,126,0.112531706,21,7,3,1,0,3,755,423,46,0.853556485,0
4744,Adolph C Wright,M, .,120,0.565237134,3,5,2,0,1,1,968,591,33,1.396984925,0
7766,Amy F Crowe,, .,90,0.820750121,3,24,3,0,1,2,413,1032,51,0.834170854,0
6725,Britta D Shaw,M,1,114,0.318684399,12,17,4,0,1,3,723,1132,25,0.713375796,0
1103,Bonnie A Potter,M, .,144,0.061511435,19,19,1,2,0,0,1164,945,23,1.115044248,0
3928,Michael   Warner,M, .,162,0.87918565,4,8,2,0,1,3,202,1116,33,2.583333333,0
776,Bernard L Wallace,M,1,84,0.124138073,13,9,2,1,2,3,930,668,29,1.270833333,0
12,Alysia E Welsh,F, .,150,0.262481956,10,4,4,0,3,3,240,643,51,1.492063492,0
7368,Jim   Pott,M, .,96,0.018270409,1,1,4,2,3,3,957,796,50,0.642487047,0
6686,George A Donald,M, .,126,0.646333589,3,3,3,1,2,1,935,1095,25,1.674418605,0
1986,Duncan M Lyod,M, .,90,0.743628713,8,24,1,1,1,0,589,1138,35,0.801980198,0
6857,Daniels J Sanders,M, .,156,1.837069683,4,20,3,2,2,2,742,251,40,1.68,0
5979,Britney J Bright,M, .,174,0.738110042,25,15,2,1,1,1,1045,757,36,0.347457627,0
2203,Ralph C Elder,M, .,108,0.224007818,21,13,3,2,1,0,1117,791,55,0.925925926,0
3724,Alysia   Walter,M, .,102,1.856129516,17,0,2,1,0,2,543,1021,30,0.92248062,0
7709,Pauline Y Muldowney,M, .,126,0.979036317,18,23,3,1,0,0,900,392,52,1.095081967,0
3695,Colin Q Pearson,M, .,114,0.634395201,24,28,3,1,2,2,449,1292,46,1.875,0
2369,James G Baldwin,M, .,108,0.328729076,0,12,3,0,1,3,505,233,38,0.314720812,0
1799,Mary Y Mcrae,M, .,120,0.491885499,15,10,1,1,1,3,491,743,31,0.855932203,0
490,Glorin D Sanders,M, .,102,0.05477797,11,9,2,1,1,1,240,435,30,0.539007092,0
2587,David T Besser,M, .,126,0.307719334,11,18,3,2,1,0,634,1182,56,1.520661157,0
7203,Daniels U Ricardo,M, .,150,0.371924505,20,9,2,1,3,3,639,1285,35,0.80334728,0
1602,Daniels   Rogers,M, .,132,15.79624179,19,7,2,2,1,2,935,848,30,1.324503311,0
523,Bill I Lara,M, .,90,0.209671505,21,9,4,1,2,3,823,1348,27,1.328244275,0
1679,Tony Z Hartley,M, .,108,0.611932865,4,20,2,0,1,2,941,1326,29,1.006289308,0
1089,Nicholas E Burton,M, .,78,0.683101792,8,22,4,0,1,0,296,1114,58,0.968085106,0
5342,Paul Y Ricardo,M, .,126,22.25334088,18,5,4,1,1,0,784,420,40,1.318681319,0
5478,Arlene E West,M, .,114,0.042453326,1,13,4,1,2,1,504,552,28,0.207612457,0
1440,Anne P Spear,M, .,150,0.532620806,12,0,1,2,0,0,469,1011,49,1.487804878,0
969,Christine O Norton,M, .,132,0.510864955,21,2,4,1,1,1,1021,493,25,0.995305164,0
