CUST_ID,name,GENDER_CD,EDUCATION_CD,SUBS_TENURE,TOT_OB_CALL_INTL_ROAM_CNT,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,TOT_SRV_DROPPED_CNT,TOT_SRV_ADDED_CNT,BARRING_REASON_CD,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT,CHURN_FLG
3527,Bill V Jones,M,1,120,1.298015982,2,13,2,0,1,3,550,1315,33,1.230769231,0
5455,Jack U Baker,M, .,102,0.397910419,16,29,4,0,3,1,317,1383,34,1.430379747,0
4802,Mary B Whitehall,M, .,90,0.805309365,22,2,2,1,0,2,536,813,41,1.358139535,0
5800,Michael L Goodman,M, .,102,0.631615307,5,20,2,0,0,3,600,347,55,1.575757576,0
5759,Larry N Atkins,F,1,126,0.310473491,14,10,2,1,1,3,1029,895,57,1.521912351,0
3063,Phil W Moss,F,2,78,0.270251299,17,6,3,1,1,3,573,759,51,1.271186441,0
988,Ana M Grant,M,2,102,1.08442635,9,12,3,2,1,0,707,1027,39,1.043478261,0
7126,Desmond H Grant,M,2,126,0.272409039,8,2,1,1,3,1,943,937,36,0.533980583,0
4714,Phil G Bradley,F,3,78,0.13568021,1,5,4,2,1,0,1097,1244,55,0.683982684,0
5038,Gregory P Stuward,M,1,132,0.308225654,3,22,3,1,3,2,490,222,60,1.135135135,0
6417,George C D'mello,F,2,150,0.056133953,9,8,3,2,3,0,378,259,31,3.195652174,0
1121,Sam I Pott,M,1,162,0.202739363,8,24,3,1,2,1,870,201,62,1.452380952,0
6250,Adam L Jhonson,M,1,132,0.248384414,3,8,3,1,3,1,204,903,22,0.844155844,0
2276,Duncan O Spencer,M,1,144,0.448062068,11,20,2,2,0,2,845,700,50,1.633136095,0
7202,Gregory B Wright,M,2,132,0.278052681,4,1,3,1,3,2,1192,698,51,1.059602649,0
885,Colin L Warton,M,2,108,0.481223493,6,10,2,2,1,2,927,679,38,0.406779661,0
6745,Cummins R Hartley,F,2,156,0.026490341,18,7,3,0,3,3,743,567,44,1.107692308,0
5440,Martin C Spencer,M,1,144,0.699062004,21,20,1,1,1,0,1076,1105,56,1.619047619,0
1677,Britney H Fleming,M,1,108,0.562266842,3,16,1,0,1,1,598,886,57,1.920634921,0
5935,Irene X Gonsalves,M,3,102,0.502342356,14,10,4,1,1,2,1116,1365,39,0.532019704,0
2555,Kristin K Rhodes,M,2,168,0.615419253,8,24,1,1,1,0,839,288,40,1.373913044,0
3207,Bernard O Hadley,M,2,174,0.359113125,22,25,4,2,1,2,862,1192,51,1.178082192,0
409,Desmond Q Hawkins,M,1,126,0.910632986,1,19,4,2,0,3,957,954,43,1.038674033,0
6813,Carl J Richie,M, .,186,0.194941918,13,13,3,2,2,0,645,1083,55,0.5390625,0
7578,Glorin D Shaw,M,1,96,0.078365189,3,18,1,0,3,2,1111,1362,24,1.397260274,0
5209,Elaine F Taylor,, .,126,1.038621362,21,9,3,2,1,2,1125,412,35,0.892857143,0
7194,Jhon K Welsh,M, .,102,1.105564524,0,16,2,2,2,0,1167,411,57,2.466019418,0
2457,Jane U Sanders,M,1,126,0.229556054,19,17,2,1,1,0,847,1064,34,0.711864407,0
6387,Stanley A Ricardo,M,2,54,0.436876408,1,6,4,1,2,3,722,1308,23,1.593495935,0
3184,Alex K Evans,M,2,114,0.402318835,21,11,2,0,0,0,1154,1076,25,1.358695652,0
5735,Tom C Birch,M,2,102,0.480342851,9,15,4,1,2,1,297,1295,50,0.979166667,0
7590,Robert T Wallace,F,2,162,1.471817252,22,21,4,1,1,0,255,328,48,0.965174129,0
5834,Cummins H Hartley,F,2,132,0.771206597,3,15,2,2,3,1,256,565,28,1.777777778,0
7019,Jhonny K Green,F,2,108,4.056007405,15,16,2,2,0,0,370,637,49,0.942408377,0
4421,Carl N White,F,1,144,0.186647589,6,20,3,0,3,2,1117,903,56,0.601626016,0
3701,Debra C Pearson,M,1,102,0.29023279,11,15,4,1,2,1,388,565,25,0.913705584,0
4457,Michael Z Wright,F,1,150,2.423542655,17,30,2,1,3,1,845,1358,49,1.037383178,0
5865,Howard J Hadley,F,2,126,0.896395686,15,3,2,2,1,3,786,685,36,1.023529412,0
2041,Dean W Walter,M,2,162,0.683247115,13,2,1,1,2,1,1052,1250,48,0.8,0
2671,Britta J Moss,F,4,138,2.477892149,19,2,3,1,1,2,700,528,29,1.617834395,0
792,Hendrick L Waugh,M,2,132,2.083630237,0,21,3,1,1,2,799,778,46,1.443609023,0
193,Stanley V Hadley,M,2,66,0.505529391,12,13,3,0,1,0,1177,1074,41,1.252525253,0
6512,Britta H Barlow,F,2,108,0.737854853,19,9,3,2,0,1,320,739,24,1.649484536,0
4947,Carlin T Barlow,M,2,108,1.741282022,3,6,1,1,1,2,757,259,25,1.054347826,0
6940,Hendrick K D'mello,M,2,168,0.065346475,4,8,3,0,3,1,839,311,36,0.650717703,0
3419,Jack O Muldowney,M,1,114,2.783714219,25,18,1,1,0,3,663,611,53,1.605839416,0
725,Sumantha K Shaw,M,2,96,0.155734258,14,1,2,2,1,3,852,1082,39,0.621761658,0
4757,Carl E Botham,F,1,108,1.269680004,16,20,3,2,1,3,1119,673,54,1.225806452,0
2702,Tony X Black,F,1,54,2.778771474,3,5,3,1,2,3,868,1026,54,1.265306122,0
5480,Cameron U Pearson,F,2,144,1.639287185,9,4,4,1,0,0,1180,1130,27,1.606382979,0
4636,Jane I Atkins,M,1,96,1.942732803,4,3,3,0,1,0,774,487,33,2.145985402,0
1374,Bonnie F Wood,F,1,66,0.667233864,16,12,4,2,2,3,412,735,58,1.783333333,0
2218,Sally P Thomas,F,2,132,0.704671042,8,17,3,1,0,2,246,730,47,1.257731959,0
7406,Neal L Wood,F,2,138,0.480323189,6,3,4,2,1,0,367,1336,39,1.147208122,0
1436,Ana H Wood,M,2,78,0.336336404,6,7,2,0,3,1,614,625,45,0.440191388,0
1273,Jeremy T Connor,M,1,168,0.625324676,1,6,3,2,2,0,1005,215,59,1.430167598,0
1073,Steve U Bright,F,1,150,0.321893152,7,6,3,2,2,2,927,637,49,1.225806452,0
1779,Ignatius X Gilchrist,M,1,84,0.507635392,1,21,1,1,2,3,700,1052,46,1.043956044,0
323,Jill F Marshall,M,2,102,0.989556008,8,2,4,0,3,2,224,844,58,1.027322404,0
2449,Brooks G Carson,M, .,114,2.758706127,2,17,2,1,0,2,814,1253,38,0.816,0
3135,Paul O Elder,F,1,120,0.359833929,17,24,3,0,1,3,225,569,28,1.296296296,0
7053,Christine X Crawford,F,1,156,0.094380295,2,3,2,1,0,2,1165,737,26,1.78313253,0
3612,Harry H Wood,F,2,120,1.443359091,16,4,3,1,0,1,890,280,31,1.140096618,0
3946,Rhonda H Cooke,M,1,84,0.216217559,11,24,1,2,2,2,765,301,57,0.948717949,0
1782,Clara J Lee,M,1,126,72.47858688,9,25,2,2,1,0,693,1171,38,0.621004566,0
5929,Ignatius F Baldwin,F,1,90,0.262749872,11,5,1,0,3,0,579,598,37,1.205741627,0
4958,Keith B Wilks,F,1,96,0.353051512,21,2,2,0,1,1,241,641,53,0.479638009,0
5499,Christine S D'souza,M,1,108,0.899910068,5,6,3,1,2,3,958,482,30,1.003802281,0
7424,Barry B Welsh,F,2,126,0.772015015,12,24,3,2,1,3,684,685,23,1.532338309,0
7237,Steward J Wilkinson,F,1,162,1.072348375,8,16,2,1,2,1,941,656,49,0.77173913,0
4020,Clements T Besser,M,2,96,0.2959578,6,12,3,1,2,0,1100,922,60,1.274611399,0
1713,Augustine E Anderson,M, .,114,0.222657021,13,6,3,0,0,3,337,287,24,0.761904762,0
5192,Colin T Pearson,M, .,132,0.611060233,18,19,1,1,1,3,496,1007,53,0.522613065,0
1198,Paul P Lowe,M, .,120,0.11899578,22,21,2,0,0,0,607,670,56,2.044692737,0
6702,Bonnie L Rutherford,M, .,102,0.726956211,18,8,1,2,0,1,1015,870,62,1.023255814,0
3986,Clive Y Spear,M, .,138,0.391884643,17,11,1,2,3,2,1171,887,45,2.422764228,0
2122,Alex F Powell,M, .,84,0.356951799,21,16,3,0,1,1,651,700,23,1.126530612,0
3308,Alex M Botham,M,1,108,13.18628005,21,7,2,1,3,1,411,1321,61,2.050955414,0
4327,Glorin K Gray,M,2,102,1.00508968,20,21,4,1,0,3,1113,691,46,1.046153846,0
4870,Jhon D Thomas,M,2,132,0.046416361,10,7,2,1,3,2,1193,610,30,0.568306011,0
703,David J Richards,F,1,150,1.179153686,19,10,2,2,1,2,893,479,39,1.422413793,0
6384,Clara C Richie,M,3,114,0.849305848,14,24,2,0,1,2,702,1242,35,1.09178744,0
2095,Solomon S Richards,F,1,96,0.202715307,15,3,2,1,1,1,749,1042,51,1.084337349,0
5231,Chelsea J Mcrae,M,1,78,0.35765329,16,9,3,2,3,1,598,483,33,2.52173913,0
1250,Michelle M Hartley,M,3,102,0.037745439,16,1,2,2,1,0,1148,502,57,1.950920245,0
2627,Dillon R Wallace,F,2,120,0.496340196,17,23,4,1,1,2,333,349,22,1.015873016,0
7667,Alexandria M Hawkins,F,2,144,0.786044912,7,17,2,0,2,0,1188,651,57,1.108433735,0
7048,Paul X Powell,F,2,84,4.191381352,15,22,1,2,0,3,1000,294,35,1.49726776,0
3858,Amy G Botham,F,1,180,0.170824305,22,5,3,0,3,1,632,1077,24,1.513513514,0
732,Duncan V Ricardo,M,3,114,2.891962382,1,1,2,0,2,2,648,916,35,2.878504673,0
4462,Leo S Fisher,F,2,144,0.164578392,9,2,2,0,1,2,669,283,41,1.444444444,0
2114,Carlin I Shaw,F,2,174,0.40058647,16,6,3,0,0,1,724,495,58,1.609195402,0
1198,Britney P Birch,M, .,96,0.405388049,21,13,3,1,2,2,1183,277,50,1.622222222,0
6949,Adam C Maxwell,M,2,114,0.48215993,22,13,4,1,1,1,1151,711,52,1.0472103,0
2077,David Q Walter,F,2,114,0.239571584,12,20,3,1,0,2,404,1347,26,2.31372549,0
673,Demie O Murray,M,2,120,0.248414681,2,21,3,1,1,3,522,947,36,1.037037037,0
5344,Henry X Morton,M,1,132,0.919359203,19,18,1,2,3,1,934,1317,29,0.781954887,0
6707,Debra M Evans,M,1,156,0.161550143,13,21,1,1,0,1,977,1092,28,1.443609023,0
2983,Chelsea E Connor,M,1,84,0.231668065,8,17,3,0,1,0,1000,803,48,1.164444444,0
3450,Judith Q Anderson,F,1,120,0.307177558,10,19,3,1,2,1,1122,839,52,0.629032258,0
4487,Solomon G Wilks,M,2,120,0.090168004,19,32,1,2,0,2,601,1313,47,0.744897959,0
4509,Adolph U Cooke,M,1,120,0.347442371,19,23,4,2,2,2,667,1289,51,1.040816327,0
3820,Kristin T Hunt,M, .,102,0.732080797,7,20,1,2,0,3,331,408,38,1.366972477,0
5569,Sally Z Wilkinson,M, .,138,1.000226823,15,5,3,1,0,3,1068,818,39,0.464646465,0
2106,Ignatius B Hunt,M, .,84,1.577870406,19,20,1,1,2,1,963,253,43,1.729411765,0
4931,Jeanine E Gibson,M,1,156,0.043744908,4,8,3,1,1,0,725,1306,52,1.458333333,0
3749,Marilyn J Adams,F,1,144,2.18597513,9,1,2,2,0,2,458,492,61,1.359605911,0
768,Simone B Lowe,M, .,126,0.582196344,11,15,4,2,2,2,951,675,34,1.358695652,0
2161,Ignatius W Fisher,M, .,84,0.114575074,5,17,3,1,2,2,769,1022,25,1.37704918,0
4686,Ralph G Mcintyre,F,2,108,0.837582456,10,17,3,1,0,2,738,369,24,2.012269939,0
7073,Simone U Carson,F,1,96,0.343054567,1,22,1,2,2,2,559,758,32,1.008130081,0
6959,Simone V Jones,F,1,120,0.106151501,0,20,4,1,2,1,542,1139,33,0.455284553,0
6896,Ana I Baker,F,1,96,0.001350958,10,3,3,0,1,0,625,497,32,1.838709677,0
6219,Glorin A Connor,M,1,102,0.07360636,5,13,2,1,1,0,1198,1292,25,0.47826087,0
5688,Daniels U Whitehall,M,2,138,0.008514212,17,20,1,1,1,1,849,960,34,0.79144385,0
260,Britney M Thomas,M,2,150,0.43372787,2,19,1,2,2,2,1128,617,47,0.410810811,0
6122,Tom Z Baker,M,2,138,0.124864024,11,4,1,1,1,2,489,465,58,0.811111111,0
3100,Jhon U Murray,M,2,114,3.36129697,1,22,3,0,2,1,509,354,28,1.717647059,0
254,Chelsea V Norton,M,3,120,0.124781505,2,20,2,1,3,3,599,674,57,1.445945946,0
5672,Britney I Albright,F,1,150,0.588871464,5,12,2,0,2,0,839,953,28,0.775,0
6670,Richard O Spence,F,1,120,0.375421875,3,1,3,0,0,3,550,743,24,1.266666667,0
2457,Luke Z White,M,1,108,1.050298359,1,20,2,1,2,0,215,1089,55,2.272727273,0
7710,Adolph X Jhonson,M,2,78,0.379020832,9,20,3,0,3,0,1196,605,25,1.317647059,0
1783,Duncan B Morgan,F,1,114,1.333877683,1,25,2,2,1,0,426,289,44,1.277108434,0
7325,Hendrick W Pott,, .,90,0.215720011,7,14,2,1,2,0,472,328,54,0.386740332,0
1708,Arlene Y Birch,F,2,156,13.15691941,11,16,2,1,1,0,742,483,30,0.855670103,0
571,Ana D Flower,M,1,150,0.50225639,21,25,2,2,2,1,219,227,61,1.602339181,0
1052,Harry W D'mello,F,3,138,4.610012796,11,19,3,2,2,3,478,938,40,1.243243243,0
5086,Stanford J Thomas,F,2,144,0.430005642,10,10,2,1,2,2,348,999,43,1.324137931,0
5882,David I Evans,F,2,138,0.084287632,12,14,2,0,2,0,299,1096,44,1.447004608,0
2269,Adolph K Elder,F,2,72,2.314907036,3,8,3,1,3,0,1070,1116,48,1.407821229,0
2850,Elaine F Powell,M,2,120,0.284707865,6,16,3,1,1,3,955,371,57,1.333333333,0
1617,Racheal M Elder,M, .,120,0.229505275,13,10,2,2,1,2,995,1108,28,1.031674208,0
6328,Jerry O Bright,M,2,96,2.085273823,17,22,1,1,0,0,222,410,52,1.858156028,0
1219,Daniels B Lintern,M,2,132,0.007372424,22,16,1,1,2,3,570,406,54,0.553398058,0
4954,Marilyn H Murdoch,F,2,126,1.126150738,18,19,3,1,0,0,221,634,31,2.816326531,0
4003,Ignatius C Birch,F,1,114,0.484213781,22,31,1,0,0,2,810,689,45,1.595628415,0
4669,Cathy A Stuward,M,2,126,13.53767535,9,12,1,1,1,3,972,1348,35,1.183673469,0
4406,Ignatius X Black,F,1,90,0.036233402,17,14,4,1,1,1,222,274,57,1.627586207,0
4100,Carlin F Pearson,M,1,126,0.637821207,5,20,4,1,3,1,566,1270,34,1.08,0
5600,Jeremy H Bradley,M,2,162,96.19862599,1,12,1,2,3,3,704,758,47,1.024390244,0
4867,Jeremy O D'mello,M, .,78,1.762832568,8,7,4,1,2,0,323,992,42,0.719211823,0
6892,Anne L Powell,M,2,198,0.022637311,18,14,2,2,3,2,460,383,46,0.473469388,0
3681,Debbie B Eastwood,M,2,138,0.899473833,10,15,4,1,2,1,447,1197,48,1.685393258,0
6426,Clements D Jhonson,M,1,144,0.124786152,14,10,2,2,2,2,886,1235,55,0.896551724,0
7185,Barry D Adams,M,1,96,0.073749794,31,17,2,1,0,2,561,1260,57,1.321585903,0
6083,Hillary Z Jackson,M,2,66,0.132571469,1,15,1,1,2,0,862,209,34,2.322033898,0
4261,Clint Y Gonsalves,F,2,138,0.48034337,25,19,2,1,1,0,217,1278,38,2.038216561,0
4548,Bond M Baker,M,2,84,0.250665699,3,4,1,2,0,2,998,599,33,1.256097561,0
5647,Demie G Warton,M,2,108,34.44320672,8,14,2,2,2,2,498,1263,30,1.125506073,0
6390,Bernard K Cook,M,1,96,0.150301487,1,16,1,0,2,3,434,248,39,1.071428571,0
1082,Luke E Anderson,F,1,162,1.436345204,18,1,3,0,3,2,383,473,23,0.726457399,0
816,Clive E Elder,M,1,120,0.112726363,10,12,2,1,2,3,727,768,39,0.790697674,0
396,Larry F Jhonson,F,1,120,0.222036775,19,19,2,2,3,2,1037,356,44,3.054054054,0
4316,Christina A Rhodes,M,2,78,0.723052418,4,2,3,1,2,2,595,601,57,1.54589372,0
6292,Goldie F Welsh,M, .,96,83.97125449,9,19,4,1,0,0,202,1166,30,0.453038674,0
6105,Currie Q Rhodes,F,1,96,0.19353797,7,19,2,1,3,1,498,919,49,0.834224599,0
1559,Pele C Lintern,M,2,120,0.369357405,19,5,2,1,3,3,403,938,24,1.323529412,0
1843,Steve W Crawford,F,1,120,1.138555497,7,9,4,2,3,0,606,991,42,1.581395349,0
5787,Marilyn I Robinson,M,2,84,0.497657592,7,18,1,1,2,3,409,408,57,1.986111111,0
6582,Glorin W Sanders,M,1,102,0.344047207,16,8,1,2,0,3,793,993,43,1.956284153,0
999,Goldie U Hunt,F,5,120,0.045903698,19,10,2,0,1,0,1180,915,54,2,0
1660,Simone V Mcrae,M,1,138,0.727996293,14,7,4,1,2,3,885,875,24,0.736401674,0
257,Debra G Baldwin,M,1,126,0.214380769,12,21,3,2,1,2,797,1125,53,2.421052632,0
482,Neal U Crawford,F,2,114,0.326497083,4,7,1,1,0,2,804,262,58,1.075862069,0
1475,Daniels C Goodman,F,1,102,0.546725633,21,21,4,0,1,0,545,844,44,3.88372093,0
7154,Tom D Mcintyre,M,2,102,1.562713859,5,14,1,0,3,2,358,872,27,0.660194175,0
5993,Henry K Bradley,F,3,150,0.124471972,31,20,3,2,1,2,203,829,35,1.333333333,0
3329,Jeanine N Turner,M,2,162,0.452418704,4,8,2,0,3,3,551,351,56,0.79144385,0
896,Paul O Richie,F,2,78,0.176532446,18,4,2,0,2,1,497,954,42,1.255102041,0
2862,Adolph Z Gilchrist,F,2,150,0.077972567,11,17,2,0,2,3,580,1200,40,1.564516129,0
1827,Desmond Q Mcrae,M,2,168,0.232165596,21,16,4,1,3,1,1036,827,43,0.648044693,0
4269,Glorin K Potter,M,3,66,6.045374913,7,4,4,2,1,0,633,985,45,0.539923954,0
7334,Dillon S Anderson,F,1,138,0.164882563,12,8,3,2,2,1,628,1159,46,2.6,0
3263,Alex G Muldowney,M,2,126,0.181233165,18,11,4,2,0,2,1171,1137,37,0.331707317,0
6494,Solomon L Rogers,M,1,126,0.478499517,5,7,4,1,3,1,1005,428,45,1.471544715,0
1859,Eve Z Spear,F,1,102,0.199279031,20,13,2,2,3,2,957,1396,41,1.608040201,0
3696,Alysia I Baxter,M,1,120,0.022375547,1,1,1,1,0,2,242,776,28,1.079207921,0
152,Carlin G Spence,M,1,108,0.631250558,14,7,2,1,3,2,783,1322,61,0.489082969,0
7251,Demie D Wilks,M,1,132,0.686662515,15,1,4,1,2,0,428,545,37,0.888888889,0
7484,Debbie W Moss,F,1,120,0.26446433,11,4,2,1,1,1,436,382,23,0.841463415,0
2429,Amy Z Watson,F,2,108,0.656137124,15,4,3,2,3,1,208,627,48,1.907692308,0
1330,Debbie K Muldowney,M,1,114,6.489150341,0,20,3,0,1,2,411,630,37,1.957746479,0
5928,Clements F Ricardo,F,1,132,0.31953776,13,12,2,1,2,0,912,806,37,1.674157303,0
1327,Jude J Evans,F,1,108,0.68988319,20,25,2,1,2,3,720,1158,47,1.253333333,0
3752,Dean S Mcintyre,M,1,66,2.167974755,18,25,4,2,1,1,923,1302,44,1.012448133,0
6715,Rhonda B Murdoch,M,2,84,1.861059218,6,24,2,0,3,3,244,1191,25,5.238095238,0
5872,Suzzane H Welsh,F,1,126,2.822467599,21,24,3,2,3,1,803,398,29,2.987654321,0
3856,Debra D Taylor,M,6,132,0.328806095,5,18,2,0,2,3,1121,790,23,1.452513967,0
365,Goldie T Shaw,M,1,144,1.125273127,23,30,3,2,1,3,1197,995,46,0.955665025,0
4150,Debra G White,F, .,102,0.415206675,9,18,3,0,1,2,857,1376,59,2.053691275,0
1449,Duncan H West,M, .,108,0.460646024,20,15,2,1,0,1,248,420,42,1.908396947,0
4881,Ian J Lyod,M, .,102,0.047074132,19,12,2,1,2,3,1082,423,34,2.045801527,0
727,Carlin I Baxter,M,2,126,0.497072877,7,8,3,1,3,3,1147,708,29,0.901554404,0
984,Jane R Wilks,M,2,84,0.502726316,3,24,4,1,1,1,227,814,61,1.125541126,0
3800,Jane J Powell,M, .,84,0.270532048,18,13,3,1,0,2,1038,1182,22,1.777777778,0
5034,Desmond U Botham,F,1,114,0.144597869,8,7,2,2,3,0,1035,487,48,2.014285714,0
2104,Hendrick N White,F,1,126,0.693090103,9,14,3,1,1,1,676,500,40,1.247058824,0
255,Ralph I Stuward,M,2,132,10.17067665,15,12,3,2,0,2,282,825,40,1.464285714,0
5680,Robert A D'souza,M,2,132,0.710947982,11,7,2,1,2,0,932,754,44,1.219730942,0
3495,Steward M Jhonson,F,1,84,0.894034564,14,20,4,2,0,0,604,826,59,1.068965517,0
5471,Ana O Grant,M,2,120,0.240256999,10,12,3,1,3,1,1195,826,50,0.902439024,0
6211,Bond K Whitehall,M,1,102,0.221239524,19,20,1,1,1,2,1086,1015,23,0.731958763,0
1299,Bond V Goodman,F,2,102,0.665588005,12,3,4,0,2,2,580,530,37,0.857142857,0
7335,Brooks M Welsh,M,1,144,0.900060514,9,22,4,0,1,2,433,858,61,1.388888889,0
828,Martin A Robinson,M,2,132,0.095996182,21,6,3,0,0,3,1003,1272,56,1.140625,0
5650,Brooks Q Dsilva,F,2,78,1.128873015,13,20,4,1,3,1,1161,1217,38,0.923076923,0
7607,Russel V Cook,M,1,174,0.306323119,5,13,4,0,1,1,656,1187,23,1.005405405,0
6126,Cummins   Spencer,F, .,90,0.676111042,13,3,2,1,1,3,902,1065,41,1.80952381,0
1880,Leo J Hartley,F,2,102,0.577320933,11,10,1,1,3,3,355,976,35,0.806122449,0
7383,Judith X Warton,M,1,108,0.067938557,22,23,1,2,2,3,696,715,41,1.603053435,0
5288,Gregory R Donald,M,1,174,6.365301398,15,23,3,0,1,1,460,377,28,1.923664122,0
3320,Michael R Birch,M,1,78,0.272452773,29,27,1,2,3,0,485,567,44,1.142857143,0
1096,Tim B Moss,M,2,114,0.332743855,3,9,3,0,2,3,795,513,60,2.210526316,0
3395,Elaine L Connor,M,1,138,1.099633278,8,13,3,1,0,3,993,1342,43,1.572649573,0
3418,Nicholas Q Fowler,M,1,138,0.018570575,22,24,3,2,1,0,801,1345,31,1.223404255,0
273,Michelle X Baxter,M,1,132,0.001352132,7,2,2,1,1,0,788,1164,32,0.550185874,0
6432,Dillon N Grant,M,2,102,8.829899403,18,17,1,2,0,1,274,1141,37,1.012048193,0
5830,Jhon E Thomas,M,2,102,0.740290421,32,20,3,1,3,2,908,1209,60,0.607929515,0
5076,Michael M Whitehall,F,1,108,0.164567378,31,21,3,1,3,0,1111,1137,58,0.604651163,0
4825,Britney V Gibson,M,1,138,0.272700591,4,24,2,2,1,2,378,1024,48,1.439252336,0
5910,Colin N Thomas,M,2,102,0.324759645,1,18,1,1,2,0,733,612,54,4.5,0
2979,Solomon R Barlow,M,2,150,0.764924394,16,20,3,2,3,2,229,1272,23,1.643564356,0
5512,Brooks X Wilks,F,2,90,0.293196608,3,15,2,1,1,3,730,1096,51,1.339534884,0
969,Tim P Wood,F,1,90,0.882103817,5,1,3,2,3,3,941,626,40,1.287958115,0
1967,Christian F Elder,F,3,162,0.481791916,20,21,4,0,3,3,1158,1035,27,1.542056075,0
4888,Russel C Burton,M,1,144,0.509874695,19,20,4,1,3,2,1064,669,31,1.244239631,0
7684,Marilyn H Spear,M,1,114,0.06375872,22,23,2,1,0,1,934,255,42,1.206703911,0
4117,Stanley O Pott,M,1,78,1.078046626,5,10,4,0,2,2,767,516,42,1.612903226,0
5386,Bond W Murray,M,1,102,0.011068377,17,17,2,1,1,0,253,310,23,0.777777778,0
2865,Cummins S Botham,F,1,132,0.49452961,3,14,4,1,1,2,901,445,36,1.31147541,0
5567,Jerry R Connor,M,1,108,0.49620977,7,21,1,1,3,3,1107,1216,32,0.470588235,0
